date,note_id,key,title,published_at,created_at,updated_at,age_days,read_count,like_count,comment_count
2026-02-27,142330822,n36f50a94ca4a,【AIアート】青に対する想い？ワイはどす黒くなった・・。#213,2026-01-15T08:01:08.000+09:00,2026-01-14T21:02:53.000+09:00,,43,437,53,14
2026-02-27,130369119,na3b1cce5678c,「Excel卒業！Pythonでデータ分析の冒険を始めよう」〜初心者向けマガジン紹介 #84,2025-10-19T06:38:11.000+09:00,2025-10-18T14:31:40.000+09:00,,131,429,64,4
2026-02-27,129330955,n8ff40bd1f6e2,AIの“ファッションごっこ”が予想外に深かった！？ #76,2025-10-13T07:11:30.000+09:00,2025-10-10T14:25:39.000+09:00,,137,426,30,4
2026-02-27,139901135,nf672e28ce323,プロンプトは“センス”やない。「配合ゲー」として攻略せよ。（前編：捕獲→育成） #195,2026-01-02T08:37:50.000+09:00,2025-12-28T21:20:53.000+09:00,,56,426,63,10
2026-02-27,141221961,nb392a506a3e1,【コピペ可】ダブルエクスポージャーの作り方：混ぜない、重ねる #204,2026-01-08T05:40:47.000+09:00,2026-01-07T08:43:35.000+09:00,,50,422,27,8
2026-02-27,145311397,n3ab972786aa0,Note非公式APIでできることを整理してみた #248,2026-02-06T06:08:41.000+09:00,2026-02-04T08:56:42.000+09:00,,21,421,63,16
2026-02-27,147126240,nb22642a2ee59,【簡易版】Platformは、なぜ推しのアルゴリズムを公開したのか。 #267,2026-02-21T06:17:13.000+09:00,2026-02-16T14:45:38.000+09:00,,6,420,46,16
2026-02-27,147271126,n431998ad8a2f,AIを「予約」する時代が来た！？GeminiのScheduled Actions攻略 #263,2026-02-18T05:34:02.000+09:00,2026-02-17T14:21:08.000+09:00,,9,420,71,15
2026-02-27,129816478,n5148d2263bc4,【告白】Python使いなのに「Jupyter Lab」から抜け出せない私。〜pyファイルに裏切られた日々〜 #79,2025-10-15T06:57:19.000+09:00,2025-10-14T08:21:37.000+09:00,,135,416,2,0
2026-02-27,134878750,n49027cde285d,AIに絵を描かせる方法は、プロンプトじゃなく“対話”でやる。 #216,2026-01-17T05:51:25.000+09:00,2025-11-19T18:55:08.000+09:00,,41,415,71,19
2026-02-27,143368991,n72bd2476f5d0,【AIアート/イラスト】動物AIアートがむずいので、生物を「護符」にして突破した。 #254,2026-02-10T06:09:22.000+09:00,2026-01-21T21:47:04.000+09:00,,17,414,87,24
2026-02-27,139434628,ncc237b121648,プロンプトは「TEXT / YAML / JSON」どれがええねん。 #200,2026-01-05T06:01:58.000+09:00,2025-12-25T05:15:46.000+09:00,,53,409,52,6
2026-02-27,147102780,n5f991f7606e9,【詳細版】Platformは、なぜ推しのアルゴリズムを公開したのか。 #268,2026-02-21T16:00:02.000+09:00,2026-02-16T11:35:58.000+09:00,,6,406,15,2
2026-02-27,142923712,nd23133bef885,【AIアート】AIは“美術館っぽいアート”に寄せられるのか？ #226,2026-01-22T05:43:49.000+09:00,2026-01-18T21:37:56.000+09:00,,36,405,53,18
2026-02-27,129866405,neb9f4e6e71c0,「え、なんで動かんの？」から始まるPlotlyの旅 ― 可視化を“対話”に変えるまで #82,2025-10-17T06:20:45.000+09:00,2025-10-14T16:08:29.000+09:00,,133,404,6,0
2026-02-27,145770354,ndb86a66932ee,全記事PV/スキ/コメント＋投稿日を吸い上げてスプシに保存する方法（Colab運用ログ） #250,2026-02-07T22:42:23.000+09:00,2026-02-07T12:16:34.000+09:00,,20,404,11,0
2026-02-27,144308380,na26fb55ec4a4,政党ラスボス図鑑：AI視点で見る“争点の輪郭” #237,2026-01-28T21:39:44.000+09:00,2026-01-28T13:59:30.000+09:00,,30,401,45,18
2026-02-27,142564975,nfb6b2d84dfc9,【保存版】呪文を卒業し、知能を設計せよ。KITAcore流「プロンプトエンジニアリング」カリキュラム #242,2026-02-01T09:10:28.000+09:00,2026-01-16T14:10:12.000+09:00,,26,394,47,4
2026-02-27,120103532,n066fb6464129,「手書き・Excel管理はもう不要！」Google Colabで実現する究極の配当金自動管理ダッシュボード【Python】 #14,2025-07-24T13:11:38.000+09:00,2025-07-24T12:14:36.000+09:00,,218,393,3,0
2026-02-27,146346009,neb02f3c0d51c,【AIアート/イラスト】ガソリンスタンドからなにか生み出せるのか。 #257,2026-02-13T05:39:01.000+09:00,2026-02-11T10:35:31.000+09:00,,14,392,57,30
2026-02-27,145477841,naa550d1a45bf,noteのタグを1万件ほど、数理モデルでコネコネしてみた話ｗ #251,2026-02-08T06:21:20.000+09:00,2026-02-05T11:19:07.000+09:00,,19,390,79,10
2026-02-27,146548052,n1cb447965e43,【プロンプトエンジニアリング】プロンプト順序が生成結果に与える影響｜観測ログと構造化テンプレ #258,2026-02-13T14:59:19.000+09:00,2026-02-12T16:43:28.000+09:00,,14,390,27,7
2026-02-27,138334658,naece6ec6f759,自己紹介シートを作ろうぜ（インフォグラフィック一生成テンプレ）　#173,2025-12-17T17:21:49.000+09:00,2025-12-16T15:05:20.000+09:00,,72,389,22,7
2026-02-27,134441984,n109b8114e303,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる1枚　第四弾 #239,2026-01-30T06:03:33.000+09:00,2025-11-16T14:19:27.000+09:00,,28,388,65,8
2026-02-27,138506414,n214601fceec8,自己紹介を1枚図解にする「YAMLプロンプト」入門｜Gemini×画像生成AIで5分完成 #174,2025-12-18T06:21:34.000+09:00,2025-12-17T20:45:08.000+09:00,,71,386,33,0
2026-02-27,136481337,nb53ceb8d62c9,【Nano Banana Pro ポートレート 無料版】ポートレートを量産するプロンプト設計ノート #147,2025-12-02T16:48:15.000+09:00,2025-12-02T11:01:58.000+09:00,,87,379,35,0
2026-02-27,144135872,n702fe66aa98d,【AIアート/イラスト】AIで「ポストカード水彩」再現してみた #240,2026-01-31T04:19:31.000+09:00,2026-01-27T10:01:36.000+09:00,,27,377,77,10
2026-02-27,138561857,nf9f691a489c6,【AIアート/イラスト】異業種ラスボス図鑑現代社会を支配する“見えない魔王” #175,2025-12-18T15:21:01.000+09:00,2025-12-18T09:30:13.000+09:00,,71,374,21,10
2026-02-27,141679409,nc7eeae4fd62a,【AIアート/イラスト】アメコミホラーアート #211,2026-01-14T05:42:21.000+09:00,2026-01-10T13:46:29.000+09:00,,44,372,53,20
2026-02-27,147738230,nbe6ef7fc6e07,OASOBI第7回・後日談｜同じワードで、世界線がいっぱい生えた件 #270,2026-02-23T05:45:16.000+09:00,2026-02-20T19:03:41.000+09:00,,4,369,52,25
2026-02-27,130108969,nc8c2db0f0a20,【AIアート/イラスト】スパイダーマン、糸が切れる。バットマン、飲みに行く。 #83,2025-10-18T06:52:43.000+09:00,2025-10-16T13:24:30.000+09:00,,132,367,14,2
2026-02-27,147227339,nea4a6e7d7e7e,V8来るで。Midjourneyが「審美眼貸して」って言うてきた #264,2026-02-19T05:42:07.000+09:00,2026-02-17T08:13:01.000+09:00,,8,364,28,18
2026-02-27,142844518,n8dcc1f1d0579,【AIアート/イラスト】ダブルエクスポージャーの世界観はどこまで変えれるのか。 #234,2026-01-27T06:27:18.000+09:00,2026-01-18T12:19:37.000+09:00,,31,363,54,15
2026-02-27,144165012,n5e5b2be5a43d,AIに「ベタやな」と一蹴された、ワイの脳内OS再起動マニュアル 6冊 #236,2026-01-28T05:41:42.000+09:00,2026-01-27T13:57:51.000+09:00,,30,361,41,9
2026-02-27,141122450,nf4b2a8e8ad77,ワイのnoteが『封印されたメモ帳』から『国際色豊かな実験場』に進化するまで #210,2026-01-13T05:52:05.000+09:00,2026-01-06T14:44:05.000+09:00,,45,355,54,14
2026-02-27,144172268,n2cb6de9b82ac,【予告｜2/1始動】呪文（プロンプト）の置き場を開墾します。 #235,2026-01-27T20:45:29.000+09:00,2026-01-27T14:57:04.000+09:00,,31,355,32,8
2026-02-27,143930274,nf08466dc09bb,"50,000view到達ログ：今日だけはドヤらせて #231",2026-01-25T21:53:19.000+09:00,2026-01-25T21:08:08.000+09:00,,33,351,37,11
2026-02-27,129626318,n280140423c90,🎃トリックオアトリート👻 -ハロウィンアートイラスト2025- #75,2025-10-12T20:53:43.000+09:00,2025-10-12T20:29:33.000+09:00,,138,347,22,2
2026-02-27,135907032,n66b83839450f,GPT-5.1 vs Gemini 3 vs Grok 4.1──三強時代の「課金の正解」はどれや？ #140,2025-11-29T04:51:32.000+09:00,2025-11-27T21:59:58.000+09:00,,90,345,25,8
2026-02-27,142707740,n3fda9e343c90,デザインのセンスを「外付け」せよ。メタプロンプトv3（Design Unit対応）への大型アップデートのお知らせ。 #217,2026-01-17T19:45:42.000+09:00,2026-01-17T14:14:41.000+09:00,,41,342,34,7
2026-02-27,132725242,n3df7eb2c83f6,【プロンプト付き】やりたい顔を“書けば作れる”ようになった。──まだ“シミ完全除去チャレンジ”は未達（笑）『顔ベース』専用プロンプト構造を公開！ #100,2025-11-03T21:03:50.000+09:00,2025-11-03T19:01:06.000+09:00,,116,339,29,2
2026-02-27,139227047,n51c3a89314e6,プレゼン作成の「苦行」、終わらせよ。社内AI × VS Code × Marpで“爆速パワポ”を作る #184,2025-12-25T05:50:10.000+09:00,2025-12-23T13:25:17.000+09:00,,64,339,28,0
2026-02-27,141928363,n7eaef3bc10e0,【AIアート/イラスト】Beyond（言葉の向こう）に置いてきた感情を、画像で。#209,2026-01-12T08:08:31.000+09:00,2026-01-12T07:24:32.000+09:00,,46,339,34,6
2026-02-27,148352409,nee997e61457a,【314文字の実験】Noteのアルゴリズムをハックしたい。 #274,2026-02-26T06:09:59.000+09:00,2026-02-24T20:51:51.000+09:00,,1,337,51,44
2026-02-27,142811994,n0b51748722e2,告知というより反省。文字だけゴリ押し記事、マニュアル作りました #219,2026-01-18T09:24:51.000+09:00,2026-01-18T08:08:50.000+09:00,,40,336,35,8
2026-02-27,143781133,n60a95ed89a82,【AIアート/イラスト】切り抜き×逆光×投影の再現 #245,2026-02-04T05:14:14.000+09:00,2026-01-24T20:54:03.000+09:00,,23,335,51,9
2026-02-27,144022108,na3689fa63d00,CONGRATULATIONS出たので全力で喜ぶ #233,2026-01-26T16:28:45.000+09:00,2026-01-26T14:16:47.000+09:00,,32,333,32,15
2026-02-27,138650193,n3bc5560c332b,人間に優しいYAML、機械に強いJSON：プロンプト運用の落とし所 #202,2026-01-06T06:20:06.000+09:00,2025-12-18T22:08:23.000+09:00,,52,331,48,9
2026-02-27,142972686,nd2b31a38e1d0,【AIアート/イラスト】アイキャッチフレームは再現できるのか。#221,2026-01-19T18:25:43.000+09:00,2026-01-19T08:38:39.000+09:00,,39,329,20,8
2026-02-27,144582311,n303c3d8818f9,【AIアート/イラスト】水彩迷子は、妖怪に救われた #241,2026-02-01T06:00:45.000+09:00,2026-01-30T12:40:45.000+09:00,,26,329,49,13
2026-02-27,140974638,nd63df6192d8e,【感謝】正直、このハッシュタグで取れるとは思わんかったわ。 #201,2026-01-05T17:02:33.000+09:00,2026-01-05T14:39:00.000+09:00,,53,327,45,7
2026-02-27,133268598,n40175cece20c,【無料テンプレ】トークンを犠牲にして人格を得る：ペルソナプロンプト設計術。ートークンの無駄遣いから始まる、AIとの共創 #110,2025-11-10T06:03:05.000+09:00,2025-11-07T14:53:47.000+09:00,,109,326,23,2
2026-02-27,137124049,n37fcc28a1103,【保存版】「難しすぎて分からん」って言われたから、理論を捨てて“カンペ”だけ作った #178,2025-12-20T06:02:13.000+09:00,2025-12-07T08:39:25.000+09:00,,69,324,48,4
2026-02-27,144169925,n481763dc5907,AIに『あべこべやな』と笑われた、理屈と感情のデバッグマニュアル #238,2026-01-29T05:22:58.000+09:00,2026-01-27T14:36:53.000+09:00,,29,324,59,10
2026-02-27,140506436,ne0eebe79d622,伸びない記事を“もう一回出す”とどうなる？リライト再投稿をデータ検証 #205,2026-01-09T06:19:56.000+09:00,2026-01-02T10:51:38.000+09:00,,49,323,43,17
2026-02-27,143583674,n75c75b748013,【AIアート】コンセプトを最後まで追えるのか。 #228,2026-01-23T17:19:26.000+09:00,2026-01-23T13:16:21.000+09:00,,35,323,34,2
2026-02-27,142225712,n7fdf6f8905f2,【AIアート】ブランドの格好をイメージから作成できるのか。 #222,2026-01-20T05:32:23.000+09:00,2026-01-14T05:11:14.000+09:00,,38,316,32,14
2026-02-27,140687222,nd71be82fefe9,【AIアート】 ファッションチェンジ #207,2026-01-11T05:42:46.000+09:00,2026-01-03T16:41:47.000+09:00,,47,315,41,15
2026-02-27,141570971,n8ded3116a32b,ワイ的、プロンプトエンジニアリングのズル技。 ＃220,2026-01-19T04:29:54.000+09:00,2026-01-09T17:52:23.000+09:00,,39,315,15,7
2026-02-27,143312907,n416797a1f095,AIを動かすレトリック術：中学生向けにやさしく、社長を黙らせろ（2026） #227,2026-01-23T05:55:08.000+09:00,2026-01-21T14:28:04.000+09:00,,35,313,38,9
2026-02-27,129104785,nbf5b6023ea85,こんなユーザーには気をつけろ！？Noteの闇、覗いちゃいました #70,2025-10-08T19:20:29.000+09:00,2025-10-08T18:56:29.000+09:00,,142,311,37,4
2026-02-27,137303836,n3f2b80da27cf,【保存版】Midjourneyの崩れた文字をNanoBanana Proで修正するプロンプト公開 #181,2025-12-22T05:57:12.000+09:00,2025-12-08T15:43:32.000+09:00,,67,311,47,2
2026-02-27,138825460,n3f4909491005,【保存版】AIを最強の部下にする「5つの柵」。変態的プロンプト設計図（インフォグラフィック付） #182,2025-12-23T05:48:23.000+09:00,2025-12-20T10:17:13.000+09:00,,66,310,45,4
2026-02-27,136703090,n5eb4318fe0fb,もうフリーテキストには戻れんかもしれん。「JSON構造プロンプト」の考え方入門 #150,2025-12-04T05:41:07.000+09:00,2025-12-03T22:59:44.000+09:00,,85,304,24,0
2026-02-27,135608538,n6bb62fafa0bd,タイトルの「番号」はもう不要？note運営をゲーム化するダッシュボード刷新メモ #186,2025-12-26T06:23:34.000+09:00,2025-11-25T15:53:09.000+09:00,,63,303,31,4
2026-02-27,129630348,n1f856521dcc6,AIを動かすレトリック術：中学生向けにわかりやすく、社長を説得せよ #78,2025-10-14T06:10:25.000+09:00,2025-10-12T21:01:15.000+09:00,,136,300,8,0
2026-02-27,129760772,n81d484e6e928,フォロワー202人達成！「KITAcore」のログプレイ、まだ途中です #77,2025-10-13T21:12:46.000+09:00,2025-10-13T20:05:56.000+09:00,,137,300,4,0
2026-02-27,147610417,ncfabab6d1e2b,寝てもスッキリせん人へ：朝の光と朝食が効く理由 #273,2026-02-25T05:46:55.000+09:00,2026-02-19T20:51:18.000+09:00,,2,300,61,17
2026-02-27,137438670,ndafda6008b59,NotebookLM にワイの記事を放り込んだら、とんでもない可視化が起きた話 #163,2025-12-11T06:39:44.000+09:00,2025-12-09T16:01:02.000+09:00,,78,298,42,7
2026-02-27,136947246,necb9da5bb9af,【AIアート】都市×天気×ミニチュア。JSON構造プロンプトでどこまでジオラマ世界を組めるのか試してみた #152,2025-12-05T21:54:05.000+09:00,2025-12-05T21:09:12.000+09:00,,84,296,20,0
2026-02-27,136983992,na347d2af866a,【Nanobanana 解説】JSONプロンプトでポートレートをどこまで変えられるのか #159,2025-12-08T05:19:24.000+09:00,2025-12-06T06:37:03.000+09:00,,81,296,32,0
2026-02-27,145007619,n4c64f88ab49b,【お遊び】衆院選×日経平均：AIに「株価シナリオ」描かせてみる（当てに行かない遊び） #246,2026-02-04T07:09:53.000+09:00,2026-02-02T08:17:16.000+09:00,,23,296,20,0
2026-02-27,134933004,n6103ab79ffb4,GPT-5.1を1週間ぶっ叩くように使った正直レビュー #128,2025-11-20T08:10:11.000+09:00,2025-11-20T07:47:33.000+09:00,,99,295,34,0
2026-02-27,132011061,ncd12f1fca6d2,自己紹介 Ver.2 ─ 60日後に見えた、自分という構造 #98,2025-11-02T05:53:42.000+09:00,2025-10-30T14:24:02.000+09:00,,117,292,46,4
2026-02-27,142885937,n15d7b3497c9e,【保存版】勇気があれば誰でもできる、効果絶大な「ユーザーを繋げる秘訣」 #224,2026-01-21T05:34:26.000+09:00,2026-01-18T17:21:49.000+09:00,,37,292,26,15
2026-02-27,143429579,n38437d0f3242,調査を「楽」にするために、AIに「プロの調査ルール」を移植してみた｜アナリスト・プロンプト #232,2026-01-26T07:00:28.000+09:00,2026-01-22T11:04:01.000+09:00,,32,291,18,0
2026-02-27,145394354,n0fb91ccbdb4e,【AIアート】捨てるのは紙か、未来か。 #247,2026-02-05T05:43:14.000+09:00,2026-02-04T19:57:42.000+09:00,,22,290,44,15
2026-02-27,147801870,n1d32162cd219,【ロジック解説】データ構造から逆算したnoteタグ戦略の深淵 #271,2026-02-24T06:22:35.000+09:00,2026-02-21T08:12:52.000+09:00,,3,290,15,2
2026-02-27,144596730,n0323b9955abb,「プロンプト解説」“水彩迷子”を救ったのは「妖怪」と「4つの縛り」だった。 #243,2026-02-02T05:44:45.000+09:00,2026-01-30T14:41:08.000+09:00,,25,288,19,2
2026-02-27,141559295,n046368935947,【重要】「どうせ陳腐化する」と言った。あれは嘘だ。 #208,2026-01-12T05:49:04.000+09:00,2026-01-09T16:17:14.000+09:00,,46,287,24,4
2026-02-27,143552850,n0fdfc6b51e39,AIエージェントによる「脳内同期型」ストレージ整理術 #230,2026-01-25T06:19:14.000+09:00,2026-01-23T08:59:32.000+09:00,,33,287,36,14
2026-02-27,138690408,neb2f2209fa2c,アグリーセーターを着ようぜ！！事故らず作る画像生成プロンプト設計（プロンプト付き） #177,2025-12-19T16:43:56.000+09:00,2025-12-19T08:34:24.000+09:00,,70,279,29,0
2026-02-27,142532337,n62eff56628d9,【攻略マップ】AI画像生成Tips、散らかったからワイの頭の中を整理した。 #218,2026-01-18T06:17:27.000+09:00,2026-01-16T09:45:04.000+09:00,,40,277,21,12
2026-02-27,134440723,n71f8cf9a71aa,【AIアート/イラスト】ヘッダー落ちしたけど気に入ってる１枚　第二弾 #172,2025-12-17T05:35:36.000+09:00,2025-11-16T14:07:10.000+09:00,,72,271,20,3
2026-02-27,139903090,nf2b4ab8e3984,プロンプトは“センス”やない。「配合ゲー」として攻略せよ。（後編：配合→継承→デブ対策） #196,2026-01-03T06:27:25.000+09:00,2025-12-28T21:37:06.000+09:00,,55,269,45,8
2026-02-27,125514710,n205d389bba48,たった30分の差が、ストレスを22％減らす ― Apple Watchが示した最新研究 #35,2025-09-10T15:42:29.000+09:00,2025-09-10T15:00:44.000+09:00,,170,268,98,7
2026-02-27,142393618,n74b4b334899b,【告白】褒められすぎて怖いから、手の内（AIとの喧嘩術）を全部さらけ出すｗ #214,2026-01-16T05:44:27.000+09:00,2026-01-15T10:22:45.000+09:00,,42,268,40,12
2026-02-27,138809210,n9ec143973781,【AIアート/イラスト】現代社会を支配する“見えない魔王”をさらに8体召喚した話（プロンプト付き） #179,2025-12-20T09:12:19.000+09:00,2025-12-20T07:13:13.000+09:00,,69,266,12,0
2026-02-27,130198884,nbc8e22ad7cc7,AIが人の話を聞かない夜に──冷蔵庫GPTが教えてくれた“対話設計”の魔法 #85,2025-10-20T06:26:22.000+09:00,2025-10-17T06:30:34.000+09:00,,130,264,22,0
2026-02-27,136075747,n96948074db57,【Nano Banana Pro ポートレート 有料版】ポートレートを量産するプロンプト設計ノート  #146,2025-12-02T06:39:38.000+09:00,2025-11-29T10:30:18.000+09:00,,87,263,13,2
2026-02-27,139148523,n69f2daa43697,【AIアート/イラスト】VOW SERIES — Dark Fantasy Art（プロンプト公開）#183,2025-12-24T05:45:07.000+09:00,2025-12-22T20:34:29.000+09:00,,65,263,39,8
2026-02-27,137660304,nef8e1fc0b79b,NotebookLMを「要約ツール」だと思ってない？ 「note資産OS」として使い倒す、3つの設計パターン #165,2025-12-12T06:12:40.000+09:00,2025-12-11T10:35:47.000+09:00,,77,261,23,0
2026-02-27,142621163,n3f23f1083102,Still Not Sure —— あの時の「不確かさ」を残しておく。 #215,2026-01-16T22:33:43.000+09:00,2026-01-16T21:47:23.000+09:00,,42,261,17,8
2026-02-27,129036741,n264cd9e99021,"定着のカギは「タイミング」！ Duolingoを最強にする""朝夜2回""の科学 #73",2025-10-11T06:50:34.000+09:00,2025-10-08T08:01:36.000+09:00,,139,257,5,0
2026-02-27,134692385,n8e9be5f0beb2,バスモデルって記事にも使えるん？──ログから気づいた「note普及モデル」 #206,2026-01-10T06:43:58.000+09:00,2025-11-18T09:55:35.000+09:00,,48,257,38,7
2026-02-27,135182190,n60861d6ba204,【11/22検証】GPT-5.1 vs Gemini 3 Pro、結局どう使い分ける？ ガチ検証したら「4分12秒」で世界変わった話 #131,2025-11-22T10:31:30.000+09:00,2025-11-22T09:19:25.000+09:00,,97,257,21,3
2026-02-27,133570337,n0c9b355a99c9,"AIに心を支配されない方法：「道具」として使いこなすための""疑いながら使う""成熟の境界線 #109",2025-11-09T21:39:06.000+09:00,2025-11-09T20:49:40.000+09:00,,110,256,26,0
2026-02-27,136758618,n023ff6bdcf19,JSON構造プロンプトを“写真以外”に拡張する：電車／プロダクト／人物／風景／イラストまで横展開できる「共通フレーム」入門 #151,2025-12-05T06:06:49.000+09:00,2025-12-04T12:19:58.000+09:00,,84,255,8,0
2026-02-27,139977500,nb7488a280674,画像生成メモ：光はセンスじゃない！？7つのレバーで作れる画像生成術。 #197,2026-01-03T15:58:50.000+09:00,2025-12-29T13:45:26.000+09:00,,55,255,19,0
2026-02-27,140070057,nb3c2d9953a8b,【AIアート】12干支ダークファンタジー #193,2026-01-01T00:08:51.000+09:00,2025-12-30T07:26:17.000+09:00,,57,255,39,9
2026-02-27,140742204,n3894835fb15f,フォロワー666いった。悪魔の数字？でもワイは「ログが増えた」って思ってる #198,2026-01-04T00:02:22.000+09:00,2026-01-03T23:19:53.000+09:00,,54,253,30,9
